	comment	label
3991	___  ___  ____ ? ___ ____ ____  ___ __  _  ___  ___ __ ___  ____  ____   ___  ____ ___ __ ____  ___  ___ __  ____ __. _  ____  ____ _____ 	1
3992	____ ____ __ ___ ___ ____ _ _ _ ___ __ _____.  ___ __ ___. 	1
3993	___ ____. ___ ___. __ 	1
3994	____ __ __ ___ ____. 	1
3995	_____ ____ ___ 	1
3996	__ ____ ____. 	1
3997	____  _____ ___ ____._ __14___ ___  __30~40__ __ _____ _______ __ ____ ____ ________ ______ _____________________ _____ ________________ 	1
3998	__ __ ____ _____ _ ___ __ ___ ___ ____ _____ ___ _____ _____ ______ 	1
3999	__ __ _____ ____~~___ __ ____ __ ___ ______^^ 	1
4000	_____ ___ ___ ___ _____ ___ _____. 	1
4001	___ ___ __ ___ ____ __.. 	1
4002	_____ ___ __ ___ ____ ___ ____ ___ __ __. _______ ____ _______ ____ _____ __ ___.___ _____ ___ __ ____. 	1
4003	____ ___ __ __!___ ____ _ ___ ____ 	1
4004	__ __ __ __ ___ ... ____ _ __ 	1
4005	"__ ___,_________._________ __10____ _______ ________.______ _______ ________ __..___ ________ _____..________ _________ ______.._______ "	1
4006	___ ______? 	1
4007	_______ ____ ___ ___ _____ ___ ____ ____ _________ ____. ___ __ __ __ ___ ___ ___ ____. __ __ _________. 	1
4008	___ __ ____ ! 	1
4009	__ ____ _____ ____ ____ __ ___  _____ 	1
4010	_____ _____ __ _____ _ ________ _______ ______ ___ ___ ____ ___ ___ _______ ______ _____ ___ __ _____ ___ ___ ___ 	1
4011	____ ____ __ ____ _ _____.. ___ ____ ____ ____ ____. ____ _____ __ __ ____ _ ___ ______. __ ____ __ ___..__.__.__.__.__.._______ ______. 	1
4012	____ ___ ____ 	1
4013	_________ __ _ ______ ___________ ___ ___ _____ _____ _______ _!!_ 	1
4014	__ _______ __ ___ ____ ___ ___ __ _______. ____ ____ _____ _______ _________ 	1
4015	__ ___ _____ ____.. _____ _______/// 	1
4016	___ ___ _____ ___ ___ _____ 	1
4017	____ _______ __ __ ___ ___  ___ __  __ ___ ____ ___ ____  ___ _____... 	1
4018	__ ____.. ____ __ ____ 22___ __ ___ 	1
4019	_ ____.____ ____ __ _____ __ 	1
4020	__..._____! 	1
4021	____50__ _____ __ ___ ____ __ 	1
4022	_____ __ ____ ____ ___ ___ ____ __ ____ 	1
4023	____ _ __~ __ ___.._ _____..___ ____ __..^^ 	1
4024	_____ _____ 	1
4025	___  ________ _ __ ____ ___ ___ __ ____ 	1
4026	__ __ ____ _ ___ _ _____ __ __ __ ___ ___~ _ __ ____ ____ ___ _____ ___ _____~~! 	1
4027	___ ____ ____ _____ _____ __________ ____ ______ _ _____ ___ _____ _____ ______ __ __ 10___ ____ _______ 	1
4028	3__ __ __ _____ 	1
4029	__~__ __ ____ ____ _______ ___ ___ ___ _____ __ __ ___ __ __ ___ ___ _____ 	1
4030	__ _______ ____ __ __ __ ___.. ___ ___ __ ___ _____ ____ ___ ____ _____ ___ ____ __ ____ __ _ __.. 	1
4031	"______, ___ ______ ___ ___. "	1
4032	___ ____..___ _______ ...__ ___ ____ 	1
4033	____________________ 	1
4034	____  __  ____ ____ __ 	1
4035	___ _____ ____ 	1
4036	___ __.. __ ____ __ ..__ _____ __ __ ___ ____ ___ ____ _ __..___ ___ ___ ____._ ___ ___ ___ __ ____ ____ ____.. 	1
4037	___ ____...__ 	1
4038	__ 100____ ___.... 	1
4039	____. ___ __ ^^ 	1
4040	___ ___ ___ _____ 	1
4041	______ __ ______ 	1
4042	___ ___ _____ __..____ ___ ___ __ ______ 	1
4043	_________________ 	1
4044	__ _____ _____ ___ ___ ___ __ __. __ ____ ___ __. 	1
4045	___ ___ ___ __ _____________ 	1
4046	__ _________ ______ ________ ________ ____ _________ ____ 	1
4047	__ __ ___ _ __. 	1
4048	_______ ______! 	1
4049	_ ___ ___ __ ___ ______ ___ _____ 	1
4050	____  ____ ___ ___ ___ __ ___ __ _ _ ___  __. 	1
4051	__ __.. ___ ____ ___ ___ 	1
4052	__!!! _______ 	1
4053	____ ____ _____ ____ ___ __ ___ __ __ ___ ____ ___. ___ 9_. ___ ______ _____ __ ___ ___ ___ ______ _____ _ _ __. 	1
4054	_____ ___ ___ 	1
4055	____ ______ ______ __________~ 	1
4056	"____ ___, ___ ____ ___ __ __ ____ _____. ___ ____ ___, __ _____ ___ ____ ____... "	1
4057	____ __ _____!!! 	1
4058	"____ ____. ___ __,__.. __ ____ __ __ ____ ____, ___ _____. "	1
4059	__ _ ____ __ ___ 	1
4060	___ ____ ___ ___ __. ____. 	1
4061	____..___ __ _____ _ ___ ______ _ ____..__ 	1
4062	"___ ___ __, __ __ __ ________ _ ____ __ __! "	1
4063	___ ___ ____ __ 	1
4064	__ __ ______ ___ ____. 	1
4065	_________ ________ 	1
4066	_ ____ _______ __ ___ __ ____ __ ____ _______ _ _ ____ __ _____ ___ ______________!! 	1
4067	______ ___ _____ __ 	1
4068	_____ ____ ____. __ ___ ___ _______ __ ____ ____ 	1
4069	__.._ ____ _____ ___. ___ ____ __ _ ___ ____ ____ ___. _____. __ ____.. ___ _____ ___ ___ ____ ____. 	1
4070	_____..________ _____ 	1
4071	________ _________! 	1
4072	_ __ __ _____ __ _______ ___ 	1
4073	___ ___ ______ ____ ____ _______ ___ ___ ___ __ _____ _____ ____ 	1
4074	______  ___  ___  ___  _____  __  ___ 	1
4075	__ _ __ ____ ____ ____.^^* 	1
4076	____ ___... __ __ _____ __ _____ ____ ______ ____ __... ___ ___ _ ... ______ ___ _______ ___ ___ ___. 	1
4077	____ _____.  __ ____ _____ ___ ______ __ __ _____. 	1
4078	"__ ___ ___ __ ___ _____ ___ ___.__ ____, ___ _ ___ ___ __ __ ___ ____ ___ ____ ___ ____. "	1
4079	__ ___ ____ _____  ____ ____!___ ______! 	1
4080	__ ____. ____ __ ___ ___ ____ __. 	1
4081	____ ___ ___. __ ___ ___ ___ ___ ___  ____ ___. 	1
4082	__ __ ___ ___... ______ ____ ___ __. __ _____. ______.. __ _____. __ _____ ______ ____ ___ ________ _______ ___ _____ _____. :) 	1
4083	___ ____! __ 	1
4084	__ __ ____. _ __ _____ _____ _______ 	1
4085	_____ __ __ ____ ___ _____ 	1
4086	_____ __ ___ ______ _____ ___ _ 	1
4087	__ __ ______ ___ _____ ___ _____..._  __ ____ __! 	1
4088	__ __ __ __ ___ ___...__ __ __ _______...____ ___ _ __ _____ ____ __ __ __ __ ____ ___ __ ________ _____...__ ___ __ _ _____ ____.. 	1
4089	__________ 	1
4090	"__ ___ __ ____, __ _ ____ ____ "	1
4091	"__ __ __...___ _____, ___, ______.  ___ ___ __ __ __... ___ __ _____... __ _____..._____ _____. __ __ ___ __, ___ __ ____ __ _ ___ _____. "	1
4092	______ __ ___ ___ ______. _____ __ ____ _____ ___ __ ______ __..___ ____ _____. ____ ___ __ ______ __ _ ___ _____ 	1
4093	__ ___ __ __ ___! 	1
4094	___ __ ___ ___ _ ___ _____. __ ____ ___ ____ ______. 	1
4095	____ __________ ________ _________.... ___________ _______ ______ __ ____... 	1
4096	____ __ __ ___ 	1
4097	____ ______ ____~~ 	1
4098	__ ____ ____! 	1
4099	___ ____ _ __ 	1
4100	__ ______ ______ ___ ______ __ ____ _____ ___ __ ___ _______ ____ ____ __ 	1
4101	____ _______ 	1
4102	_____~___ ____ ________________ ____ ________ _________^^ 	1
4103	____ ___ ______ ___ ____ ___ _ ___ ____ __ ___ ____ ___ _ ______. ____ ______ _____^^ 	1
4104	___ ____ ____ ____ ____. 	1
4105	___ __ __ __ __ __ ___ 	1
4106	____ ____... 	1
4107	30_ __ ___ ___ ________ 	1
4108	___________________ 	1
4109	_____ ______ 	1
4110	___ ____ ____ 	1
4111	__ __ _____. 	1
4112	"___,__,__,____ ___  ___ __  ______..___ __ ___ "	1
4113	_____________ 	1
4114	__ ____  ____! 	1
4115	_________ ____ ____ __ 	1
4116	__ __ ____ ____ __ __ ___ ____??.. ___ __ ___ _____....___ _ 50_ __ _____ _ ___ ___ __???? ____ ___ ___ ___ ___ __ ___ ___ __... 	1
4117	______. __ __ _____. 	1
4118	______ _ ___ 	1
4119	_~^____________ 	1
4120	__ __ ___ ___ ___ __ ____ ___  ____ __ ____ ___ ____ ___ ___ ___ ____ ___ ____ ___ ____ ___ ___ __ ___ ___ ____ _________ _____ 	1
4121	______.. ____ __..__ ___ ___ __.. __.. ____~_ 	1
4122	_____________________________________!__________ 	1
4123	_________. 	1
4124	_________ ____! 	1
4125	__ __ ______ ______ ______ ________ 	1
4126	__~~~_ ___  __  __ __  __ _  _______  __ 	1
4127	____ __ ___ ___ 	1
4128	____ ___ ____.__ ___ _______ __ _______ __ ____ ______ ____________ ____________. 	1
4129	____ ___ ____ _______!____ __ ____ ______!___ __ ____ __ __ _ _____ ____ _____ ________! 	1
4130	__ ___ ___ ____ _________ ___ _ ___ _______ ____ ____ ______ 50__ __ _____________ _ ___ _ ___  ____  __ ___ ___ ________________ __ ___ 	1
4131	____  _____  ___ __  ______.^^ 	1
4132	____________.. 	1
4133	____~____ __ _ __! 	1
4134	___ __ ____ ____ 	1
4135	"_____ ___ ______ ____ ______ ___ ______ ____ ______ _____ ______ __ __, _____ _ ____ ___ __ __ ____ ____ _______ __ _____ ______. __ "	1
4136	"____ ____ ___ __ ___ ___ __ _ __ _______, _ ___ ___ ____ __ ____ _ __ _ ___ ___ _ ___. __ __ ___ __ _____ ___ __ _ __ ____ "	1
4137	__________..._ 	1
4138	_____ ______ 	1
4139	___ ___ ___ ___.._ ___ ___ 	1
4140	__ __ _______ _______ 	1
4141	____ ___ ___ ____. 	1
4142	_____ ___ ___ ___ ______ _ ___ _____!!! 	1
4143	___ ___ _ ____ ____ _____ ___ ____. ____ _________. 	1
4144	_ __ ___ __ _____ _____. _____. 	1
4145	__ _____ _____ ______ __ _____ 	1
4146	____ ___ ___ ___ _ ___ _____ __ ___ ___ ___ 	1
4147	__ ___ ___ __ 	1
4148	_____! ____ ___ __! 	1
4149	_____ __________ __ __ ________ __ ______ _______ ___ _______ _____ ___________ _ ____ __ ______ ___ ___ ___ _____ 	1
4150	___________________ _______ ______ 	1
4151	_____ ___ __ ______ ___ ____ ___ ____ ____ ___ _ __ __ _ ___. ______ _____ ___ __ __ __ ____.. 	1
4152	__ __ _____._____. 	1
4153	___ ___ _ ___ _ _____ _ _ _ __ ___ __ ___ __ __ ___ ___ ___ ___ __ ___ ____ ___ __ ___ __ _ ___ ____ _____. 	1
4154	___ ___ _ ___ ____ ____. __ ___ ___ ___ __  ___ __ _____ ___ ____.. __.. __.. ______ __ _ ____ ____. 	1
4155	____ _____ ___ ___ __ _ ___ ___ ____. __ _ ____. 	1
4156	__ 1_ 1_ ____  ___ ____. __ __ ____ _ ____ ___ __ ___ ___ ____ __. ___ __ ___ __...  ____ ____ _ __ __ ____ __ _!! ____ ____ ___! 	1
4157	"__ __ ___ ___ __, ____ ___ __, ___ ______ __ ___ __. "	1
4158	____ __ ___...__ ______.. 	1
4159	___ _ ___ ___ __. __ ___ ___ ____ ___ ____. 	1
4160	______ ___ _____ ____. 	1
4161	____ _.... ____ _____....__ 	1
4162	___ ___ ___________. 	1
4163	___ ___~~^^ 	1
4164	___ __ __ _ __ ____ 	1
4165	 ____ ____ ___. 	1
4166	___ __ __ _ ____ __~ 	1
4167	____ ___.... __  ___ ___ 	1
4168	"?___ ____ ____ ___ __ ___ ____. ____ ___, .____, __ ___ _____ ____ ___ ____ ___ __ ___. __ ___ ___ ___ ____ _____ 1_ __. "	1
4169	___ _ ___ ____.  __ ____? 	1
4170	_~~~~__ __ __ __ ____ ___ ____ __ _ __...  _____ ___ ___ ___ _____ ___ __ _'____ ____ _ ____ ___ ____' _.... __ ___ ___... 	1
4171	__ _____ _ ______!! 	1
4172	__ __ _______ ______ ______ __________ ____ __ __ ____ ________!____ ___! 	1
4173	____ ____ ____ ~~~ 	1
4174	__ ________ __ ___ ______ 	1
4175	___ ___ ____ _____ __ ___ ____ __ __ ___ __ ___ _____ ____ __ _ ___ __ __ ___ ___ ____ ____ ___ ____ ___ ____ _____ ___... 	1
4176	___ ___ ___ _____ __ 	1
4177	2__ __ ______ __!!___ _______~12_ ___ __ ___ __________~__ ____~^^ 	1
4178	_... __ ______ __...____10___ ___... __... __...___ ____ ___... __ _____ ___ ____ _________ _... 	1
4179	__ __ _ __ _____.__ 	1
4180	___ _____ ___ ___ ______ ____ 	1
4181	____ __ ___ __ __ ____ __ ______ 	1
4182	_____ ___ __ 	1
4183	__ ____ ____ ____ ^^ 	1
4184	____ __ __ ___ __! _ ___ __ ___ ____ ____ ___ __. _ ___ ___ _____ __ ___ __ ____ __ __ __. __ ___ ____ __ __ ____ __ __. 	1
4185	____ _____ ___ _______ _____ _ ____ 	1
4186	___ ____ _ ____ ___ __ ______!_!_!!!______ ______?___ ____ ___^^~ 	1
4187	__ _ 10___ ___ 	1
4188	________ ____ __ ____ 	1
4189	______ ___ _ __ __ ____ 	1
4190	______ ____ 	1
4191	__ _____ __ __ _____ _ ___ ___ ___ ___ ___~ 	1
4192	__ __ __! ____ ____ _ ___ 	1
4193	__ __ ____.. 	1
4194	___ __ __ ____ ___ ___ _ _______ ___ ___ __. 	1
4195	_ __  ____ ____ ___  ___  ___ _ _____.  ____ __ __ ___ _____ ____ ___ ____ ___. ______ _______ __ ______  _ ___ __ __ ______~ 	1
4196	____ _____ ___ ________ ___ __ __ _____ 	1
4197	_____ ___ ____ 	1
4198	___ ____ ____ 	1
4199	____ ______ ____ 	1
4200	__ ___ _____ ____ __ __ ___ ______~^^ 	1
4201	_ __ _ ____. _____. 	1
4202	____ _____ __ ______ 	1
4203	__ ____ ___ ____ ____ ___ ____ ______ __ ____ ____ ____ ____ 	1
4204	__ __ ______ _____. 	1
4205	__ _____ _____ ______. _ ___ _ ___ _____ ______ 	1
4206	___ _____ _____~~^^  ___ __ ___ __  ___ ____^^ 	1
4207	"____ __, ___ ____ __, ___ ___ ____ __. ____ _____!! "	1
4208	____ ___ ___ ___ ____. _____ 	1
4209	___ ____ ___ 	1
4210	2__ __! ____ ______! 	1
4211	__ _____ ____  __ __ __ ___ 	1
4212	________...___________..____________________________ 	1
4213	____ ____ __ ____ ___ _ __ __ ______. 	1
4214	_____ ________________ ___ ________ __ _____ 	1
4215	"___ _ ____ _____.. ___ __ _______. ___ ___ __ __ _ ___ __ __ ____, ____ ____ __ ____ ____. "	1
4216	_______ ______ 	1
4217	___ _____ ____ __. 	1
4218	__ _ ___ __ _ _____. ____ ____ _____ ____ ___ ___ __ _ ____ 	1
4219	__ ___ _____ ______ 	1
4220	__ _ __ __ __ ___. _ __ _ __. __ __...! 	1
4221	_ ____ ___ ____ __ ___ 	1
4222	__~~~~ __ ___ _____ 	1
4223	__ __ 6.25__ ___ ___ ___ ____ ____ ___ __ _____ ______ _____ __ ___. 	1
4224	___ _ __ _____ __ __ ___ ______ 	1
4225	____________ 	1
4226	____ _  ________ _______ 	1
4227	_ _____ ____ ___ __ _ ____ ____.____ ___ __.__________________ _________.________~ 	1
4228	_____ ___ _____ 	1
4229	__ ____ _ ____ __ ____ ___ 	1
4230	____ ____ ____ ________ __ 	1
4231	__.._____ ___ ___ ______ __ 	1
4232	_______  __ ___ ______ ____ _______  ______ __ ______ ___ 	1
4233	_____ ____ _____ ____ 	1
4234	_____ ____ __ ____ _____ ________. ___ ____ __ ____ _______ _____ ___ ___ 	1
4235	_ ___ __ ____~___ 	1
4236	"____ ___ __ ___,_______ _ ____ __ __ _____ _____ ____. ____ _____ ___... ___,___ ___ _______. ____ __! "	1
4237	_____.___ ____ 	1
4238	____ __ _ ____ __ __ 	1
4239	__ __ __________ __ ___ 	1
4240	______ ___ __  ___. 	1
4241	_________ ______ 	1
4242	____ ___ ___ ___ __. __ ____ ___ __ ______ ____. ____ cg __ ___ ___ __ _ __ __.____ _____ __ ____ _____ _____ ___ __ ___ __ __ ______!!! 	1
4243	___ ___ __ ____ __ 	1
4244	___ _ __ _ __ __ __ ___ __ ___ __ __. _ ___ __ ___ ____ ____. 	1
4245	____.___ ___ _____. ___._____.._____.. 	1
4246	_____ ___ _ __ 	1
4247	_____ __!______ ____! 	1
4248	"___ ___ _____:) ______ __ ___ ____ __ _ _ __, ____ ___ ____ _____. _______ __ ___ ___ _ ___ "	1
4249	___ ___ _ ____ 	1
4250	_____. _  __  _____ ____ ___ _____. 	1
4251	_ ___ ________ ________ ____ ____ _____ _________ _____....____ ___ _____ ___ _ ___ _______ 	1
4252	________________ 	1
4253	"1950___ ___ ___ ____ ____ _______ _____ ___ ___ __ ___ ____. ,____ __ _____ "	1
4254	__ _______. 	1
4255	___ __ ____ ___ 10_ _____ 	1
4256	____ ___ ____ ____ _____ ___ 	1
4257	_  __ ____ ____ ___ _____ ____. ___ __ __ ___ __ ___ ___ _ ____ ___  __ __ _ __. _____ ___ ___ __ ___ ___ ___. 	1
4258	__ __ ____.. ___ ____ __ _____ __.. _____ _______ __ ____ ____ ___ 	1
4259	__ ___ ______ ___ _______ ___ ________ __ ___ ___ _ ______ ______ !  ____________ _______ 	1
4260	____ _______=____ 	1
4261	__ ___ ____ __. 	1
4262	____ ____ ____ _ ___. 	1
4263	_______ 7_ ___ ___ 10_ ____ 	1
4264	____ __ _____ ____ ____ ___ ____ _______ __...___ ___ ___ ____._____ ____ _______ ____. __ ____ ___ ___. __ ___ ___ ___. 	1
4265	__ __ ____? ____ ___ _____ _____ ____ _____. __ ____ ____ __ ____ ___ ____ _ ____ ___ ____ ____ __. 	1
4266	____ ___ _ ___ ____ ____ ___ ____ 10_ ____ 	1
4267	__ ___..___ ____...___ 	1
4268	_ ___ __ _____ ______ __ ____ _____ __ ______ ____ ___ ___. __ ___ __ __ ______ __ ____ __ ___ ___ __ ___ __ _____ _________. 	1
4269	___ __ __ _____ 	1
4270	__~ ___ __~! 	1
4271	___ ___ _ 40_ _____ __ __ ___ ___ ___ ______ __ ______ ____ ___ ___ ____ _____ 	1
4272	"_____ ___ ___ _____ ____, ____ _____ ____ _ ___ ____ ____ ______. _____ _____ ____ __ ___ ___ ___ __ _____ __ ___ ___ ______. "	1
4273	___ ___ __ __ ___ _ ______. _____ ___ __ _____. 	1
4274	____ _____ ____ 	1
4275	_____________ 	1
4276	____ __ ____ ___ __ ___ 	1
4277	_____ __ ___ ____ 	1
4278	"__  _______. ___ ___ _____ ___ ____ _____. __ _______ ______ _____ ___ _____ __ __ , _____ __ ___ ___ ____ ___ ___ ___ ____ _____. _____. "	1
4279	_____ __ _____ ____ ____ ____ ______ __  __ _____ __ _______ ____ 	1
4280	______ _______...___________________ 	1
4281	______ _______ ____ ___ ___ ____ ___ _ ___ __. _ ___ ____ __ ___ _ ___ ______ ____ _ _ __ ___ ___ __ ____ ___ ___ __ _______. 	1
4282	"__ ___ __ __ ____ _ _ ___,___ __ ____ _ _ __ ____!____ __ _ _ _ _____^^:) "	1
4283	____ ______ ______ 	1
4284	______. ___ ___ ____ ____ 	1
4285	10__ ____ ________ ____ ___ ___ ___ 	1
4286	_______________~__________ 	1
4287	___ ___. ____. __ __ __ 	1
4288	__ ______~~ 	1
4289	__ __ ___ ___ ____ __~__ 	1
4290	_______ ______ ___ ___ 	1
4291	________ _______ __!! 	1
4292	____ __ _____ ______. 	1
4293	__.. ___ ___ __ ___.. 	1
4294	____ ___ ___ __ _______ 	1
4295	____ ___ __ ___ _______._______ _______. 	1
4296	___ ____ __ ____ __ 60 70 __ _ ___ ___ ____. ____ _______ ______ _____ ____ ___ ___ ___ ____ __. ____ ___ ___ _____ __ ___ ___ _____. ___ __ 	1
4297	__ ______ __ ____ 	1
4298	_____  ___ ____ __ ___ ___ ___ ___ ____ ____ ___ ____ _ __ __ __ _____ 	1
4299	__ __ ___ ___ _____ . 	1
4300	____ ___  ___ 	1
4301	___ ____ ___ _ ___ ____ __ ___ ____.. 	1
4302	______ ____ 	1
4303	"__ ____ __ ___, _______ "	1
4304	_____ _____ !! 	1
4305	____..1______ __?? 	1
4306	___ _____ __ 	1
4307	___ ___ ____ __ 	1
4308	___ ____.._____ __ __ ____ __ ______... 	1
4309	___ _____ ~~ 	1
4310	_________________ 	1
4311	__ ____ ____ ____ _ _________ __ __ __ _____ __~~~__ 	1
4312	_______ ____ _______ 	1
4313	___ ____?___ ___ __ ____ ? 	1
4314	__ ____ _____ __ __ ____ ___ ____ __ ____ ___ ______&gt;&lt; 	1
4315	_____ ___ ____ _______!! 	1
4316	__ ___ _____ 	1
4317	"____ _ _.___ __ ____ __ __ _____ _____. _____ __,__ _____ ___ ____ ___. "	1
4318	____....__ 	1
4319	_____ _____ ______ ___ ___.______ ________. 	1
4320	_ ___ ___.. ____ ____ ___ __ __ __ __.. __ ____ ____ __! 	1
4321	______ ____ ___ __ __ _ _ ____ _ __. ____ __ __ ____. 	1
4322	______ __ ______ __ __. ___ __ ___ ___ __ __ 	1
4323	___ ___. ___.  _____ 	1
4324	__ ____.  ____ _____ ____ ___  __ _____ ___. ___ _____ ___ __ _____  _____ __ __ ______ _______.__ ______ ____. 	1
4325	____ _________! 	1
4326	_....______ 	1
4327	____ ____  ____ ________ 	1
4328	____ __ _____ _____ ___ ___ _____ ___ _____ __ ___ ___ ___ ___ _____. _____. 	1
4329	_____. __ ____ ______ __ __ ____!! 	1
4330	_______. __ _ _______ 	1
4331	_ ____ ____ _____ ~~________ __ ____ ___ _OO______ _____ ____ _ ____ _____^^ 	1
4332	"__ ___ ___ ____ ___ _____ __,  ___ __ _ ___ ___ _ ___. "	1
4333	_________~_ 	1
4334	____ __!!!___ __ ___ ___ ____ __ 	1
4335	______ ______ __________ 	1
4336	__________ 	1
4337	"____ _____ ____ ___ __ ______.______ __ ___  __ _______, "	1
4338	"______________.._______,,,. "	1
4339	__ _____ ___ _____ ____.__ 	1
4340	____ ____ ____ 	1
4341	______...____ _____... 	1
4342	__________ 	1
4343	__ ____ _____ 	1
4344	____________________._____ 	1
4345	_____  __ ______ __ 	1
4346	__ __ ___ ___ ___. ____ ____ ____ __ ____ ____. ___ ____ ___ _ ___ ____. 	1
4347	___ ___ _ __ __ ___ 	1
4348	___ _____ ______ ____ 	1
4349	__ ____ ___ ______ __ __ ____. __ ____ ___ ___ __ _____ 	1
4350	____ ______ __ __. 	1
4351	___ ___ ______ ___ _______ __ 	1
4352	______ _____ ____ ___ __________._____~~~ 	1
4353	____..._______ ____.___  _____ ____ ....__ ___ 	1
4354	_ ____ ___ ____... ____ ___ ___ ____ ___._____ __.____ _____ __..__ _____ _ ___ __ _____ ____ _____ ___ ____ ______ ___ ___ 	1
4355	___ __ __ ___ __ ____ ____ ___^^ 	1
4356	___ ____ __ __ ___ 	1
4357	_______________!! 	1
4358	______~~^^ 	1
4359	__ _____ ___ _____ ___ __ _____ _____ _____ 	1
4360	__ ___________ _ ____ _ ___ ____ ___ 	1
4361	___ _ ____ ___! 	1
4362	__ ___ ___ _ ___ __ ___  ___ 	1
4363	__ __ ___ ______. ___ ___ ___ ____..___ __ _____.. 	1
4364	_____ _____ ______ __ _ ___ ________. ____ ___ _____ ____ _______. ____ ____ ___ ________. 	1
4365	_____ __  __ ___ __ 	1
4366	____ _____ ___ 	1
4367	___ _~_~__ _____~_ 	1
4368	____ ___!!! 	1
4369	_______.________ 	1
4370	_______.______________! 	1
4371	__ _ ____ __ ____ ___ ______ 	1
4372	____ ___ ____ ___ _____  ___ ___ __ ___ ____ ___ ___. 	1
4373	_____ __ ____ ____ _ 	1
4374	_____ _____ 	1
4375	__ _____ _____ ____ __ ____ ____ __ _____ ___ _____ _____ __ ___ ____ _____ ___ ___ __ ____ _____. __ __ ___ ____. 	1
4376	___________ 	1
4377	_ ___________ ___ 	1
4378	______ ___ ___ __ ____ 	1
4379	__ __ __ ___ ___ ___ 	1
4380	___ ___ ___ _._ 	1
4381	__ ___..  ___ _____ __ 	1
4382	____ _____ ___ ____ ______ 	1
4383	__ __ ___ ___ _ __ __ ___ ___ 	1
4384	__ ___ ___ __ __ ___ __ ___ __ __ ___ ____ ___ ____ ___ __ _______ ___ ____ __ ____ 	1
4385	__ ____ ___ __ _ __ ___ __ ____ __ ____  ______^^ 	1
4386	____!_______! 	1
4387	"___ ____ ___ _____ __. __ __ ___ ___ ___ ___ __ ______ __, ___ ____ ___ ___ ___ ___ __ ___. "	1
4388	__ __ __  ____ 	1
4389	_____. ____! 	1
4390	___ ________ _______ ______ __ ______  _______!!!___________._ 	1
4391	__ ____ __ __. 	1
4392	___ ___ _____ _____. _____ __ _____ ____ __ __ ___ ____ __ ______. 	1
4393	_______ ____ 	1
4394	 __ ____ ___ __ ___ ___..16__ __ ____ _____ ____ __ __ _____ __..____ 	1
4395	_____________ 	1
4396	_______ ________ ____ ____ _____ _____ _______ ______ ______ _______ ____!!!!___ ______ 	1
4397	_____  __  _____   ___  _  _  ___. 	1
4398	__  ____ _____ __ _____ __ __ ____ 	1
4399	______________ 	1
4400	___ ___ ____ 	1
4401	__ _ ___ ___ ___ ___ _____ 	1
4402	__ __ __ ___ ___ _________ ______ __ ____ 	1
4403	___ _____ _______ 	1
4404	"____ ___,_____ __ __ __ __ ___ _____ ___. ____ __ _____ ______.___ _____.  __ ___ __ ____ ___ ____ __ ___ ___ __. "	1
4405	__ ____ _____ ___ __ __ _____. 	1
4406	__ ___ __ __ _____ ___ ___ _____ _____ _______... 	1
4407	__ ____ ___ _ ___ ____ _____ ____ ______ 	1
4408	____ __ ______ ___ ___ ___ ____ _____^^!!! 	1
4409	___ ___ ____ ________ 	1
4410	__ _____ ______ 	1
4411	____ ___ _ _____. ___ _____. 	1
4412	____7__6.25_________________ ____ ___ ___ __ ____ ____ ___ _____.___ ___ ___ ______ __________ __ ____ _ ___ __ ____ __ ___ __ __ ___ ___. 	1
4413	___ ____ ___. ___ ____. 	1
4414	"____ ____ ____ ____, ___ __. "	1
4415	__ ___ ______ 	1
4416	____________ __ _____ 	1
4417	____ ___ __ _ _ ____ _____. ___ ___ ___ ____ _____ __ ______ ^^ 	1
4418	____ ______ ____ 	1
4419	____ _____ _____ 	1
4420	__ ___ ____! ______ __ ______ ______ ______! __ __ ___ _____ __ ____! 	1
4421	"____ ___. ___ ________ ____ ___ ___ ___ ___ _____ 10~20_ _____ __ _____ ___.__, __ _____ ____ ____ ___ ___ ___ __ ____ "	1
4422	__ ______ ____ ____ ___ ________! 	1
4423	___ ____ ___ ___ __ __ _____ __ 	1
4424	___ ___ __ __ 	1
4425	___ ____ ___. 	1
4426	____ _____ ____ _ _________ _ _____ 	1
4427	____ ___ ___ _ __ __ 	1
4428	___ ___/___/___/___ __ __ ___ 	1
4429	___ ___ ___ _______ 	1
4430	__________ _____________________________________. 	1
4431	___ __ ___ _____ ____ ___ __ ___ __ ______ 	1
4432	__ _____ __ ____ ___ _____ 	1
4433	___ ___ __ ___ ____.  _______ __ ___ ___ _______ ___. __ ___ ___. 	1
4434	___ ____ _____ ___ ____ ____..!____ ! 	1
4435	___ ______ _ _ _ ___ ___ ____. 	1
4436	____  ______ __ _ 	1
4437	__ _____ ______. 	1
4438	___ __.____ 	1
4439	_____ __ __ ___ ____ ___ ____ _____ _ ___ _ __._____ ___ ____ ___. 	1
4440	_____ ______ 	1
4441	_____ __ ___ __ _____ ____ ___ _____ _______ 	1
4442	__________._________________________________ 	1
4443	"___ ___ ___ ___ ____ _____, 6.25______ ___ ____,_____ _____ _____  ___ __ ____ ________ ___  _____. "	1
4444	____ ___ ___ _____ 	1
4445	_ ______ ____ ___ ____ ___ ____ __ ____ ___ ___ ____ _______ ___ ____ 	1
4446	___ ___ ____ 	1
4447	_____ __ ____ ___ ___ __ 	1
4448	____ __ __ ___ __ ____ _______. __ _____ 	1
4449	_ __...____ __ 	1
